,‥‥어쨌든、항상 나를,,,,,,,,,,,,,,,,,,,,,,,,0
,애 취급하는 삐뚤어진 사람이다。,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥그래서、나루 선생 일행은?,,,,,,,,,,,,,,,,,,,,,,,,0
,나루호도 씨는 해외에、오도로키,,,,,,,,,,,,,,,,,,,,,,,,0
,선배는 마술쇼 보조 중이에요。,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥말 안 했던가요?,,,,,,,,,,,,,,,,,,,,,,,,0
,뭐、뭐라고‥‥?,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥그럼、,,,,,,,,,,,,,,,,,,,,,,,,0
,오늘은‥‥너 혼자인가?,오늘은‥‥너 혼자냐?,,,,,,,,,,,,,,,,,,,,,,,11
,넵!,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥이 무슨 일이냐。,,,,,,,,,,,,,,,,,,,,,,,,0
,지금이라도 늦지 않았다。,,,,,,,,,,,,,,,,,,,,,,,,0
,나루 선생을 해외에서 불러와라。,,,,,,,,,,,,,,,,,,,,,,,,0
,뭘 타고 오든지,,,,,,,,,,,,,,,,,,,,,,,,0
,늦을 거예요!,,,,,,,,,,,,,,,,,,,,,,,,0
,칫、어쩔 수 없군。,,,,,,,,,,,,,,,,,,,,,,,,0
,도로 선생으로 참지。,,,,,,,,,,,,,,,,,,,,,,,,0
,뿔을 잡아서라도 끌고 와라!,,,,,,,,,,,,,,,,,,,,,,,,0
,마술쇼 중이라구요!,,,,,,,,,,,,,,,,,,,,,,,,0
,유가미 씨는 절 애 취급하지만、,,,,,,,,,,,,,,,,,,,,,,,,0
,저도 제 몫을 하는 변호사예요!,저도 어엿한 변호사예요!,,,,,,,,,,,,,,,,,,,,,,,13
,뒤는 제게 맡기고、,,,,,,,,,,,,,,,,,,,,,,,,0
,방청석에서 잘?보고 있으세요!,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥엉망진창으로 깨지는 모습을?,,,,,,,,,,,,,,,,,,,,,,,,0
,제가 화려하게 승리하는 모습이죠!,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,정말로 괜찮으니까、,,,,,,,,,,,,,,,,,,,,,,,,0
,노골적으로 싫단 표정은 마세요!,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥그런데、혹시,,,,,,,,,,,,,,,,,,,,,,,,0
,그 뒤쪽 분이‥‥오늘의?,,,,,,,,,,,,,,,,,,,,,,,,0
,그래。,,,,,,,,,,,,,,,,,,,,,,,,0
,이 녀석이 오늘의‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥또 자는구만!,,,,,,,,,,,,,,,,,,,,,,,,0
,어이、스스루! 일어나라!,,,,,,,,,,,,,,,,,,,,,,,,0
,꺄아아아아아아악!,,,,,,,,,,,,,,,,,,,,,,,,0
,아야야야야야‥‥‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,너무해요、진 형님‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥‥‥‥‥‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥으음～?,,,,,,,,,,,,,,,,,,,,,,,,0
,이 노란 건 멈니까～?,,,,,,,,,,,,,,,,,,,,,,,,0
,네놈의 담당 변호사다。,,,,,,,,,,,,,,,,,,,,,,,,0
,아직 햇병아리지만 말이지。,,,,,,,,,,,,,,,,,,,,,,,,0
,벼노사～?,,,,,,,,,,,,,,,,,,,,,,,,0
,그렇겐 안 보이는데‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,진 형님의 동생임니까?,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥뭐、대충 그런 거다。,,,,,,,,,,,,,,,,,,,,,,,,0
,네놈보다 오래된 인연이지。,,,,,,,,,,,,,,,,,,,,,,,,0
,뭐、악연이지만。,,,,,,,,,,,,,,,,,,,,,,,,0
,아～、그럼‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,저의‥‥“누님”이군요～。,,,,,,,,,,,,,,,,,,,,,,,,0
,유가미 씨‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,뭐예요、이 무례한 사람은‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,헤、헤헤～‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,첫 만남인데‥‥뭐랄까‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,때려도 될까요?,,,,,,,,,,,,,,,,,,,,,,,,0
,그건 상관없는데、,,,,,,,,,,,,,,,,,,,,,,,,0
,재판이 끝나고 나서 해。,,,,,,,,,,,,,,,,,,,,,,,,0
,누님。,,,,,,,,,,,,,,,,,,,,,,,,0
,（누님은 참아줘‥‥）,,,,,,,,,,,,,,,,,,,,,,,,0
,처음 뵙겠슴니다‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,전、진 형님의 동생뻘이고‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,메밀국숫집、우치타테안의,,,,,,,,,,,,,,,,,,,,,,,,0
,4대째‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,우치타테 스스루！,,,,,,,,,,,,,,,,,,,,,,,,0
,잘 부탁함다!,,,,,,,,,,,,,,,,,,,,,,,,0
,자、잘 부탁해‥‥스스루 군。,,,,,,,,,,,,,,,,,,,,,,,,0
,（왜、왜 지금 자세를 취할 때만,,,,,,,,,,,,,,,,,,,,,,,,0
,멀쩡한 거지‥‥?）,,,,,,,,,,,,,,,,,,,,,,,,0
,（역시、한 대 쥐어박고 싶어‥‥）,,,,,,,,,,,,,,,,,,,,,,,,0
,이 녀석이 어제 일어난,,,,,,,,,,,,,,,,,,,,,,,,10
,살인사건의 피고인이다。,,,,,,,,,,,,,,,,,,,,,,,,0
,범인 취급을 받아 자포자기하더니,,,,,,,,,,,,,,,,,,,,,,,,0
,이 모양이다。‥‥한심하긴。,,,,,,,,,,,,,,,,,,,,,,,,0
,하필이면 유가미 씨가 현장에,하필이면 유가미 씨가,,,,,,,,,,,,,,,,,,,,,,,11
,있었다고 했던‥‥,현장에 있었다던‥‥,,,,,,,,,,,,,,,,,,,,,,,#REF!
,만담가 선생님이 공연장에 있는,,,,,,,,,,,,,,,,,,,,,,,,0
,분장실에서 살해당한 사건이었죠。,,,,,,,,,,,,,,,,,,,,,,,,0
,그래。,,,,,,,,,,,,,,,,,,,,,,,,0
,살해당한 센푸테이 선생은 예부터,,,,,,,,,,,,,,,,,,,,,,,,0
,우치타테안과 친분이 있었지。,,,,,,,,,,,,,,,,,,,,,,,,0
,선대가 죽은 후、4대째를,,,,,,,,,,,,,,,,,,,,,,,,0
,돌봐주고 있었던 것 같은데‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,그럼、피해자는 피고인의,,,,,,,,,,,,,,,,,,,,,,,,0
,보호자 같은 사람이었군요。,,,,,,,,,,,,,,,,,,,,,,,,0
,아녀‥‥구런 망할 영감、,,,,,,,,,,,,,,,,,,,,,,,,0
,내 메밀국수에 불평만 했어‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,악담만 하는구만。,,,,,,,,,,,,,,,,,,,,,,,,0
,멍청한 놈。,,,,,,,,,,,,,,,,,,,,,,,,0
,그러니까、,,,,,,,,,,,,,,,,,,,,,,,,0
,범인으로 의심받는 거다!,,,,,,,,,,,,,,,,,,,,,,,,0
,조금이라도 솔직해져라。,,,,,,,,,,,,,,,,,,,,,,,,0
,하늘에서 선대가 우시겠다。,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥진 형님。,,,,,,,,,,,,,,,,,,,,,,,,0
,하지만‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,경찰 놈들은、아무도 저를,,,,,,,,,,,,,,,,,,,,,,,,0
,믿어주지 않아서‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,（저래 보여도、,,,,,,,,,,,,,,,,,,,,,,,,0
,충격은 꽤 큰가 보네‥‥）,,,,,,,,,,,,,,,,,,,,,,,,0
,자、자자、스스루 군、,,,,,,,,,,,,,,,,,,,,,,,,0
,힘내! 응?!,,,,,,,,,,,,,,,,,,,,,,,,0
,나도 최선을 다해 변호할 테니、,,,,,,,,,,,,,,,,,,,,,,,,0
,안심해! 응?!,,,,,,,,,,,,,,,,,,,,,,,,0
,누님은‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,절 믿어주시는 겁니까?,,,,,,,,,,,,,,,,,,,,,,,,0
,물론이야、무슨 일이 있어도,,,,,,,,,,,,,,,,,,,,,,,,0
,널 끝까지 믿어줄게!,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0
,누님은‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,절 믿어주시는 겁니까?,,,,,,,,,,,,,,,,,,,,,,,,0
,물론이야、무슨 일이 있어도,,,,,,,,,,,,,,,,,,,,,,,,0
,널 끝까지 믿어줄게!,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0
,누、누님‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,그래、너희 집 메밀국수처럼,,,,,,,,,,,,,,,,,,,,,,,,0
,힘차게 가자고!,,,,,,,,,,,,,,,,,,,,,,,,0
,그러네요、누님‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,저희 집 메밀국수는‥‥우읍‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,스、스스루 군‥‥！,,,,,,,,,,,,,,,,,,,,,,,,0
,정말이지、답도 없는 바보구만。,정말이지、답 없는 멍청이 같으니。,,,,,,,,,,,,,,,,,,,,,,,18
,‥‥그런데 어째서、,,,,,,,,,,,,,,,,,,,,,,,,0
,유가미 씨가 이런 사람을?,,,,,,,,,,,,,,,,,,,,,,,,0
,우치타테안은 내 단골집이라서、,,,,,,,,,,,,,,,,,,,,,,,,0
,스스루는 어릴 때부터 돌봐왔다。,,,,,,,,,,,,,,,,,,,,,,,,0
,그 인연으로 선대 아저씨와、,,,,,,,,,,,,,,,,,,,,,,,,0
,선생께 많은 신세를 졌지。,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥유가미 씨、,,,,,,,,,,,,,,,,,,,,,,,,0
,메밀국수 좋아하시나 봐요。,,,,,,,,,,,,,,,,,,,,,,,,0
,빵에 고기를 끼워 먹는,빵에 고기를 집어넣은,,,,,,,,,,,,,,,,,,,,,,,11
,음식 같은 것만 먹는 네겐、,음식이나 먹는 네겐、,미국 갓다온 코코네 햄버거로 디스하는거,,,,,,,,,,,,,,,,,,,,,,11
,그 섬세한 향을,,,,,,,,,,,,,,,,,,,,,,,,0
,이해하긴 힘들겠지。,,,,,,,,,,,,,,,,,,,,,,,,0
,그렇지 않‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,어쨌든 말이다。,,,,,,,,,,,,,,,,,,,,,,,,0
,（으윽‥‥!,,,,,,,,,,,,,,,,,,,,,,,,0
,메밀국수 맛 정도는 안다구요!）,,,,,,,,,,,,,,,,,,,,,,,,0
,우치타테안의 메밀국수를 이런,,,,,,,,,,,,,,,,,,,,,,,,0
,식으로 끊어지게 둔다면‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,선대와 센푸테이 선생을,,,,,,,,,,,,,,,,,,,,,,,,0
,뵐 면목이 없어지지。,뵐 면목이 없어지거든。,,,,,,,,,,,,,,,,,,,,,,,12
,과연、그렇군요‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,그래서 신뢰할 수 있는、,,,,,,,,,,,,,,,,,,,,,,,,0
,절 특별히 골랐다는 거군요!,,,,,,,,,,,,,,,,,,,,,,,,0
,너에게 부탁할 생각은,,,,,,,,,,,,,,,,,,,,,,,,0
,아니었지만 말이다。,,,,,,,,,,,,,,,,,,,,,,,,0
,으으윽‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
ㅁ,（반드시 내가 제 몫을 했다고,（반드시 나를 인정하도록,（반드시 나를 어엿한 변호사라고,둘 중 고민,,,,,,,,,,,,,,,,,,,,,13
,말하게 만들겠어‥‥！）,만들겠어‥‥！）,인정하도록 만들겠어‥‥！）,,,,,,,,,,,,,,,,,,,,,,8
,어이、슬슬 시간이 되지 않았나?,,,,,,,,,,,,,,,,,,,,,,,,0
,켁!,,,,,,,,,,,,,,,,,,,,,,,,0
,의논은 하나도 못 했는데!,,,,,,,,,,,,,,,,,,,,,,,,0
,왜 그래?,,,,,,,,,,,,,,,,,,,,,,,,0
,얼굴이 굳은 것 같은데?,,,,,,,,,,,,,,,,,,,,,,,,0
,설마、쫄은 건,,,,,,,,,,,,,,,,,,,,,,,,0
,아니겠지?,,,,,,,,,,,,,,,,,,,,,,,,0
,서、서、설레어서,,,,,,,,,,,,,,,,,,,,,,,,0
,몸이 떨릴 뿐이에요!,,,,,,,,,,,,,,,,,,,,,,,,0
,Ｌｅｔ’ｓ Ｄｏ Ｔｈｉｓ！,,,,,,,,,,,,,,,,,,,,,,,,0
,자、스스루 군!,,,,,,,,,,,,,,,,,,,,,,,,0
,누워있지 말고、,,,,,,,,,,,,,,,,,,,,,,,,0
,너도 힘내자!,,,,,,,,,,,,,,,,,,,,,,,,0
,으～‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,힘낼게요、누님～。,,,,,,,,,,,,,,,,,,,,,,,,0
,감사함다! 감사함다!,,,,,,,,,,,,,,,,,,,,,,,,0
,감사함다! 감사함다! 감사함다!,,,,,,,,,,,,,,,,,,,,,,,,0
,으‥‥메밀국수 2개? 안대‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,재판 중이라、안댑니다‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,어라、끊겼나‥‥？,,,,,,,,,,,,,,,,,,,,,,,,0
,헤헤‥‥렛츠루?리스。,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥유가미 씨、이래선,,,,,,,,,,,,,,,,,,,,,,,,0
,도움이 안 될 것 같은데요‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,잠시 어디 재우는 게,,,,,,,,,,,,,,,,,,,,,,,,0
,좋지 않을까요‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,재운다 재운다라니、우동 반죽과,,,,,,,,,,,,,,,,,,,,,,,,0
,같은 취급하지마。,,,,,,,,,,,,,,,,,,,,,,,,0
,이 몸은 메밀국수 가게라고。,,,,,,,,,,,,,,,,,,,,,,,,0
,메밀 반죽은 재우지 않아‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,빻기、자르기、삶기,,,,,,,,,,,,,,,,,,,,,,,,0
,3단계가‥‥우으읍!,,,,,,,,,,,,,,,,,,,,,,,,0
,기、기절해버린 건가!,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0
,재운다 재운다라니、우동 반죽과,,,,,,,,,,,,,,,,,,,,,,,,0
,같은 취급하지마。,,,,,,,,,,,,,,,,,,,,,,,,0
,이 몸은 메밀국수 가게라고。,,,,,,,,,,,,,,,,,,,,,,,,0
,메밀 반죽은 재우지 않아‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,빻기、자르기、삶기,,,,,,,,,,,,,,,,,,,,,,,,0
,3가지가‥‥우으읍!,3단계가‥‥우으읍!,,,,,,,,,,,,,,,,,,,,,,,10
,기、기절해버린 건가!,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0
,（‥‥이런 이런、,,,,,,,,,,,,,,,,,,,,,,,,0
,앞날이 훤히 보이는구만‥‥）,,,,,,,,,,,,,,,,,,,,,,,,0
,그런데、유가미 씨,,,,,,,,,,,,,,,,,,,,,,,,0
,“3단계”라는 건 뭐예요?,,,,,,,,,,,,,,,,,,,,,,,,0
,메밀을 빻아 가루로 만든다。,,,,,,,,,,,,,,,,,,,,,,,,0
,가루로 만든 메밀 반죽을,,,,,,,,,,,,,,,,,,,,,,,,0
,칼로 잘라 국수로 만든다。,,,,,,,,,,,,,,,,,,,,,,,,0
,마지막으로 국수를 삶는다。,,,,,,,,,,,,,,,,,,,,,,,,0
,각각의 공정이,,,,,,,,,,,,,,,,,,,,,,,,0
,끝난 상태를 말한다。,,,,,,,,,,,,,,,,,,,,,,,,0
,그렇군요、,아하、,,,,,,,,,,,,,,,,,,,,,,,3
,그런 의미가 있었군요。,,,,,,,,,,,,,,,,,,,,,,,,0
,（그래도‥‥지금 스스루 군이 만든,,,,,,,,,,,,,,,,,,,,,,,,0
,국수를 먹고 싶진 않아‥‥）,,,,,,,,,,,,,,,,,,,,,,,,0
,이봐、그것보다,어이、그것보다,,,,,,,,,,,,,,,,,,,,,,,7
,법정에 서둘러라。,빨리 들어가자구。,,,,,,,,,,,,,,,,,,,,,,,9
,그리고、나는 검사라는 입장상,,,,,,,,,,,,,,,,,,,,,,,,0
,네게 손을 빌려줄 순 없으니。,,,,,,,,,,,,,,,,,,,,,,,,0
,내 도움을 기대하진 마라。,,,,,,,,,,,,,,,,,,,,,,,,0
,제 몫도 못 할 거라는,제대로 변호도 못 할 거라는 듯、,의역,,,,,,,,,,,,,,,,,,,,,,18
,취급은 하지 마세요!,말하지 마시죠!,,,,,,,,,,,,,,,,,,,,,,,8
,그런 건 처음부터,처음부터 도움 같은 건,,,,,,,,,,,,,,,,,,,,,,,12
,기대도 안 했어요!,,,,,,,,,,,,,,,,,,,,,,,,0
,（크으으‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,두고 보라고‥‥）,두고 봐‥‥）,,,,,,,,,,,,,,,,,,,,,,,7
,（이 재판은 나루호도 씨도、,,,,,,,,,,,,,,,,,,,,,,,,0
,오도로키 선배도 없어‥‥）,,,,,,,,,,,,,,,,,,,,,,,,0
,（나 혼자서‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,어떻게든 해보겠어‥‥!）,어떻게든 해보이겠어‥‥!）,,,,,,,,,,,,,,,,,,,,,,,14
,5월13일 오전 9:50,,,,,,,,,,,,,,,,,,,,,,,,0
,지방재판소 제4법정,,,,,,,,,,,,,,,,,,,,,,,,0
,지금부터、우치타테 스스루의,,,,,,,,,,,,,,,,,,,,,,,,0
,법정을 개정하겠습니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,변호 측、준비 끝났습니다!,,,,,,,,,,,,,,,,,,,,,,,,0
,검찰 측、문제없습니다‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,어라‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,오늘은 기도하지 않는 겁니까?,,,,,,,,,,,,,,,,,,,,,,,,0
,네。,,,,,,,,,,,,,,,,,,,,,,,,0
,빠른 법정 진행을 위해、,,,,,,,,,,,,,,,,,,,,,,,,0
,대기실에서 끝내고 왔습니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,협력、감사드립니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,그것보다、나유타 검사。,,,,,,,,,,,,,,,,,,,,,,,,0
,어쩌다 또 일본에?,,,,,,,,,,,,,,,,,,,,,,,,0
,미츠루기 검사국장님께서,미츠루기 검찰청장님께서,,,,,,,,,,,,,,,,,,,,,,,12
,직접 부르셨습니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,게다가、일본 법정엔,,,,,,,,,,,,,,,,,,,,,,,,0
,빚도 있으니까요‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,설령 상대가,,,,,,,,,,,,,,,,,,,,,,,,0
,미숙한 변호사라 할지라도‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,무자비하게 지옥으로,,,,,,,,,,,,,,,,,,,,,,,,0
,떨어트릴 생각입니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,오도로키 선배의 빚을,,,,,,,,,,,,,,,,,,,,,,,,0
,저에게 갚지 말아 주세요!,저한테 갚지 마시죠!,,,,,,,,,,,,,,,,,,,,,,,11
,그리고‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,저는 미숙하지 않고、,저는 미숙하지 않은、,,,,,,,,,,,,,,,,,,,,,,,11
,제 몫을 하는 변호사입니다!,어엿한 변호사입니다!,,,,,,,,,,,,,,,,,,,,,,,11
,병아리처럼 샛노란 모습이、,,,,,,,,,,,,,,,,,,,,,,,,0
,미숙하다는 증거가 아니겠습니까。,,,,,,,,,,,,,,,,,,,,,,,,0
,삐약삐약 우는 건 삼가주십시오。,,,,,,,,,,,,,,,,,,,,,,,,0
,자 자、나유타 검사。,,,,,,,,,,,,,,,,,,,,,,,,0
,상대는 아직 미성년이니、,상대는 아직 미성년자니、,,,,,,,,,,,,,,,,,,,,,,,13
,너그러이 부탁드리겠습니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,（으으! 다 같이 나를 모자란,,,,,,,,,,,,,,,,,,,,,,,,0
,사람 취급을 하다니‥‥！）,사람 취급하고‥‥！）,,,,,,,,,,,,,,,,,,,,,,,11
,재판장님‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,슬슬 시작해도 되겠습니까?,,,,,,,,,,,,,,,,,,,,,,,,0
,흠。그렇군요。,,,,,,,,,,,,,,,,,,,,,,,,0
,‥‥그럼、나유타 검사。,,,,,,,,,,,,,,,,,,,,,,,,0
,사건의 설명을 부탁드리겠습니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,（모자란 사람 취급한 걸,,,,,,,,,,,,,,,,,,,,,,,,0
,후회하게 해주겠어‥‥!）,,,,,,,,,,,,,,,,,,,,,,,,0
,알겠습니다。그럼、,,,,,,,,,,,,,,,,,,,,,,,,0
,장례를 시작하겠습니다‥‥。,,,,,,,,,,,,,,,,,,,,,,,,0
,사건은 5월12일 오후 4시경‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,만담 공연장、「쿠루쿠루테이」,,,,,,,,,,,,,,,,,,,,,,,,0
,에서 일어났습니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,피해자는 센푸테이 일가의,,,,,,,,,,,,,,,,,,,,,,,,0
,대스승‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
,센푸테이 바쿠푸。,,,,,,,,,,,,,,,,,,,,,,,,0
,살해 현장은 공연장 안에 있는,,,,,,,,,,,,,,,,,,,,,,,,0
,분장실입니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,분장실은 관계자 입구에서 이어지는,,,,,,,,,,,,,,,,,,,,,,,,0
,복도를 통해 들어갈 수 있습니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,증거품《만담장의 도면》의,,,,,,,,,,,,,,,,,,,,,,,,0
,데이터를 법정기록에 추가했다。,,,,,,,,,,,,,,,,,,,,,,,,0
,사망 추정 시각은、5월 12일,,,,,,,,,,,,,,,,,,,,,,,,0
,오후 2시부터 5시。,,,,,,,,,,,,,,,,,,,,,,,,0
,사인은 질식사로、폐나 위에서는,,,,,,,,,,,,,,,,,,,,,,,,0
,아무것도 검출되지 않았습니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,또한、사인에 직접적으로 연관된,,,,,,,,,,,,,,,,,,,,,,,,0
,흉기는 아직 판명되지 않았습니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,우선、사건의,,,,,,,,,,,,,,,,,,,,,,,,0
,조사 보고서를 제출하겠습니다。,,,,,,,,,,,,,,,,,,,,,,,,0
,증거품《현장 사진》의,,,,,,,,,,,,,,,,,,,,,,,,0
,데이터를 법정기록에 추가했다。,,,,,,,,,,,,,,,,,,,,,,,,0
,증거품《선생님의 해부 기록》의,,,,,,,,,,,,,,,,,,,,,,,,0
,데이터를 법정기록에 추가했다。,,,,,,,,,,,,,,,,,,,,,,,,0
,나유타 검사。,,,,,,,,,,,,,,,,,,,,,,,,0
,흉기도 살해 방법도 모르면서‥‥,,,,,,,,,,,,,,,,,,,,,,,,0
