,（레이파 님이 없는 동안에、,,,,,,,,,,,,,,,,,,,,,,,15,0
,마요이에게서 얘기를 듣자）,,,,,,,,,,,,,,,,,,,,,,,14,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,여기는 이미 조사했지。,,,,,,,,,,,,,,,,,,,,,,,12,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,특별히 신경 쓰이는 곳은 없군。,,,,,,,,,,,,,,,,,,,,,,,17,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,그 종을 울리면、간수 씨가,,,,,,,,,,,,,,,,,,,,,,,14,0
,날아와 줄 거야。,,,,,,,,,,,,,,,,,,,,,,,9,0
,그렇구나。,,,,,,,,,,,,,,,,,,,,,,,5,0
,그럼、시험 삼아 울려볼까。,,,,,,,,,,,,,,,,,,,,,,,14,0
,땡 땡,,,,,,,,,,,,,,,,,,,,,,,3,0
,하지만、그때는 불필요하게,,,,,,,,,,,,,,,,,,,,,,,13,0
,울리지 말라고 혼났었어。,,,,,,,,,,,,,,,,,,,,,,,13,0
,울리기 전에 말해줘!,,,,,,,,,,,,,,,,,,,,,,,11,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,여기는 이미 조사했지。,,,,,,,,,,,,,,,,,,,,,,,12,0
,특별히 신경 쓰이는 곳은 없군。,,,,,,,,,,,,,,,,,,,,,,,17,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,응?,,,,,,,,,,,,,,,,,,,,,,,2,0
,무엇을 그리 보는가?,,,,,,,,,,,,,,,,,,,,,,,11,0
,그게。,,,,,,,,,,,,,,,,,,,,,,,3,0
,사건 현장 조사를 할까 하고‥‥。,,,,,,,,,,,,,,,,,,,,,,,18,0
,나중에 해라！ 지금은 이 몸과,,,,,,,,,,,,,,,,,,,,,,,16,0
,이야기하는 중이잖느냐！,,,,,,,,,,,,,,,,,,,,,,,12,0
,（이런 이런‥‥）,,,,,,,,,,,,,,,,,,,,,,,9,0
,（조사는 레이파 님의,,,,,,,,,,,,,,,,,,,,,,,11,0
,얘기를 들은 후에 하도록 할까）,,,,,,,,,,,,,,,,,,,,,,,17,0
,여기는 이미 조사했지。,,,,,,,,,,,,,,,,,,,,,,,12,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,특별히 신경 쓰이는 곳은 없군。,,,,,,,,,,,,,,,,,,,,,,,17,0
,저 등、부서져 있는 듯한데、,,,,,,,,,,,,,,,,,,,,,,,15,0
,여기에선 잘 보이지 않는군。,,,,,,,,,,,,,,,,,,,,,,,15,0
,가까이 가면 자세히 조사해보자。,,,,,,,,,,,,,,,,,,,,,,,17,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,가까이 가서 자세히 조사해보자。,,,,,,,,,,,,,,,,,,,,,,,17,0
,（큰 바위산이,,,,,,,,,,,,,,,,,,,,,,,7,0
,벽처럼 솟아 있다）,,,,,,,,,,,,,,,,,,,,,,,10,0
,（문자가 새겨져 있지만‥‥,,,,,,,,,,,,,,,,,,,,,,,14,0
,뭐라 적혀있는지는 모르겠다）,,,,,,,,,,,,,,,,,,,,,,,15,0
,이 산의 정상에는 교도소가 있다。,,,,,,,,,,,,,,,,,,,,,,,18,0
,교、교도소?,,,,,,,,,,,,,,,,,,,,,,,6,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,이 산의 정상에는 교도소가 있다。,,,,,,,,,,,,,,,,,,,,,,,18,0
,교、교도소?,,,,,,,,,,,,,,,,,,,,,,,6,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,새 공주님은 직접 해치운 악인의,,,,,,,,,,,,,,,,,,,,,,,17,0
,영혼이 악령으로 되지 않도록‥‥,,,,,,,,,,,,,,,,,,,,,,,17,0
,이 산 정상에서 장례를 치렀다는,,,,,,,,,,,,,,,,,,,,,,,17,0
,전설에서 유래된 것이다。,,,,,,,,,,,,,,,,,,,,,,,13,0
,으?‥‥고소공포증이 있는,,,,,,,,,,,,,,,,,,,,,,,13,0
,나한텐 절대 무리군‥‥。,,,,,,,,,,,,,,,,,,,,,,,13,0
,（뭐。어디가 됐든,,,,,,,,,,,,,,,,,,,,,,,9,0
,교도소엔 들어가고 싶지 않네）,,,,,,,,,,,,,,,,,,,,,,,16,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,의식 중、성역은 이 천막 때문에、,,,,,,,,,,,,,,,,,,,,,,,18,0
,주위에서 내부는 보이지 않았다。,,,,,,,,,,,,,,,,,,,,,,,17,0
,조건적으론 밀실에 가깝네‥‥。,,,,,,,,,,,,,,,,,,,,,,,16,0
,증거품 《천막》의,,,,,,,,,,,,,,,,,,,,,,,9,0
,데이터를 법정기록에 추가했다。,,,,,,,,,,,,,,,,,,,,,,,16,0
,성역에서의 의식은 말하자면,,,,,,,,,,,,,,,,,,,,,,,14,0
,새 공주님의 목욕‥‥,,,,,,,,,,,,,,,,,,,,,,,11,0
,외부에 결코 보여서는,,,,,,,,,,,,,,,,,,,,,,,11,0
,안 되는 것이다。,,,,,,,,,,,,,,,,,,,,,,,9,0
,즉、이 성역은 새 공주님의,,,,,,,,,,,,,,,,,,,,,,,14,0
,욕실이라는 거군요。,,,,,,,,,,,,,,,,,,,,,,,10,0
,음、그렇다고 할 수 있지。,,,,,,,,,,,,,,,,,,,,,,,14,0
,결코 더럽혀선 안 된다。,,,,,,,,,,,,,,,,,,,,,,,13,0
,（이 중앙이 천막 입구인가‥‥。,,,,,,,,,,,,,,,,,,,,,,,17,0
,특별히 수상한 곳은 없군）,,,,,,,,,,,,,,,,,,,,,,,14,0
,우왓！,,,,,,,,,,,,,,,,,,,,,,,3,0
,무슨 일이냐？,,,,,,,,,,,,,,,,,,,,,,,7,0
,멍청한 소리를 내곤。,,,,,,,,,,,,,,,,,,,,,,,11,0
,조、조금 높은 곳이,,,,,,,,,,,,,,,,,,,,,,,10,0
,무서워서‥‥。,,,,,,,,,,,,,,,,,,,,,,,7,0
,（올라올 땐 괜찮았는데、,,,,,,,,,,,,,,,,,,,,,,,13,0
,다시 내려다보니 꽤 무섭네）,,,,,,,,,,,,,,,,,,,,,,,15,0
,성역엔 기도의 광장부터 이어진,,,,,,,,,,,,,,,,,,,,,,,16,0
,참배길 밖에 길은 없다‥‥인가。,,,,,,,,,,,,,,,,,,,,,,,17,0
,우왓！,,,,,,,,,,,,,,,,,,,,,,,3,0
,（이건‥‥피잖아‥‥！）,,,,,,,,,,,,,,,,,,,,,,,12,0
,‥‥‥새 공주님의 이름에서 유래된,,,,,,,,,,,,,,,,,,,,,,,18,0
,전쟁새의 조각상이로군‥‥。,,,,,,,,,,,,,,,,,,,,,,,14,0
,아무래도 사제님의 피로,,,,,,,,,,,,,,,,,,,,,,,12,0
,붉게 물든 것 같네요‥‥。,,,,,,,,,,,,,,,,,,,,,,,14,0
,죽어가면서 이 상에 매달려,,,,,,,,,,,,,,,,,,,,,,,14,0
,새 공주님께 구원을 청한 거겠지。,,,,,,,,,,,,,,,,,,,,,,,18,0
,사제님의 영혼이,,,,,,,,,,,,,,,,,,,,,,,8,0
,평안하기를‥‥。,,,,,,,,,,,,,,,,,,,,,,,8,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,이 출혈량으로 봐서는,,,,,,,,,,,,,,,,,,,,,,,11,0
,꽤 강한 힘으로 찔렸나 보군‥‥。,,,,,,,,,,,,,,,,,,,,,,,18,0
,마요이의 힘으로는,,,,,,,,,,,,,,,,,,,,,,,9,0
,무리겠지‥‥。,,,,,,,,,,,,,,,,,,,,,,,7,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,사제님의 피로 새빨갛게,,,,,,,,,,,,,,,,,,,,,,,12,0
,물들어 있다‥‥。,,,,,,,,,,,,,,,,,,,,,,,9,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,새 공주님이 재림하실 적에、,,,,,,,,,,,,,,,,,,,,,,,15,0
,호수의 물이 붉게 물들리라‥‥。,,,,,,,,,,,,,,,,,,,,,,,17,0
,그건‥‥？,,,,,,,,,,,,,,,,,,,,,,,5,0
,‥‥예로부터 전해져온 말이다。,,,,,,,,,,,,,,,,,,,,,,,16,0
,（그렇다는 건‥‥）,,,,,,,,,,,,,,,,,,,,,,,10,0
,（신문에 적혀있던 혁명파 사냥의,,,,,,,,,,,,,,,,,,,,,,,17,0
,새 공주님은 진짜인가？）,,,,,,,,,,,,,,,,,,,,,,,13,0
,（‥‥에이 설마。,,,,,,,,,,,,,,,,,,,,,,,9,0
,아무리 그래도 그럴 리는‥‥）,,,,,,,,,,,,,,,,,,,,,,,16,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,여기선 잘 보이지 않는군。,,,,,,,,,,,,,,,,,,,,,,,14,0
,가까이 가서 조사해보자。,,,,,,,,,,,,,,,,,,,,,,,13,0
,이 등、부서져 있는데요‥‥？,,,,,,,,,,,,,,,,,,,,,,,15,0
,（바람막이도,,,,,,,,,,,,,,,,,,,,,,,6,0
,완전히 깨져있네‥‥）,,,,,,,,,,,,,,,,,,,,,,,11,0
,‥‥뭐라？,,,,,,,,,,,,,,,,,,,,,,,5,0
,네놈 설마‥‥！,,,,,,,,,,,,,,,,,,,,,,,8,0
,아、아、아뇨！,,,,,,,,,,,,,,,,,,,,,,,7,0
,제가 한 게 절대 아닙니다！,,,,,,,,,,,,,,,,,,,,,,,15,0
,흠！ 아마 낙석의 파편,,,,,,,,,,,,,,,,,,,,,,,12,0
,같은 거에 부딪힌 것일 테지。,,,,,,,,,,,,,,,,,,,,,,,16,0
,이 일이 끝나면,,,,,,,,,,,,,,,,,,,,,,,8,0
,수리를 부탁하도록 하지。,,,,,,,,,,,,,,,,,,,,,,,13,0
,뭐、그대가 수리 후에 모습을,,,,,,,,,,,,,,,,,,,,,,,15,0
,볼 일은 없을 것 같지만。,,,,,,,,,,,,,,,,,,,,,,,14,0
,꼬、꼭、보고 말 겁니다！,,,,,,,,,,,,,,,,,,,,,,,13,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,등인가‥‥음？,,,,,,,,,,,,,,,,,,,,,,,7,0
,이거、불이 붙어 있네요？,,,,,,,,,,,,,,,,,,,,,,,13,0
,당연하다。여기에 있는 ４개의,,,,,,,,,,,,,,,,,,,,,,,15,0
,등불은‥‥,,,,,,,,,,,,,,,,,,,,,,,5,0
,수백 년간 끊임없이,,,,,,,,,,,,,,,,,,,,,,,10,0
,타고 있는 성스러운 불이다。,,,,,,,,,,,,,,,,,,,,,,,15,0
,만에 하나 성화를 끄려고 하는,,,,,,,,,,,,,,,,,,,,,,,16,0
,자가 있으면、즉각 처형이다！,,,,,,,,,,,,,,,,,,,,,,,15,0
,（그래서、유리 바람막이로,,,,,,,,,,,,,,,,,,,,,,,13,0
,지켜지고 있는 건가‥‥）,,,,,,,,,,,,,,,,,,,,,,,13,0
,（너무 가까이 가진 말자）,,,,,,,,,,,,,,,,,,,,,,,14,0
,의식의 조명은 달과 성화인가‥‥。,,,,,,,,,,,,,,,,,,,,,,,18,0
,꽤 어두울 것 같네‥‥。,,,,,,,,,,,,,,,,,,,,,,,13,0
,의식의 밤은 보름달이어야 한다。,,,,,,,,,,,,,,,,,,,,,,,17,0
,달빛은 부정을 정화하는 거다。,,,,,,,,,,,,,,,,,,,,,,,16,0
,그렇군요‥‥。,,,,,,,,,,,,,,,,,,,,,,,7,0
,만지면 안 된다！,,,,,,,,,,,,,,,,,,,,,,,9,0
,무、물론입니다！,,,,,,,,,,,,,,,,,,,,,,,8,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,여기만 몹시 깨끗하게,,,,,,,,,,,,,,,,,,,,,,,11,0
,눈이 치워져 있어‥‥。,,,,,,,,,,,,,,,,,,,,,,,12,0
,의식에 방해라도 된 걸까？,,,,,,,,,,,,,,,,,,,,,,,14,0
,의식 전날、이 주변이,,,,,,,,,,,,,,,,,,,,,,,11,0
,몹시 추워서 말이다。,,,,,,,,,,,,,,,,,,,,,,,11,0
,기도의 광장도 하얀 얼음으로,,,,,,,,,,,,,,,,,,,,,,,15,0
,덮여 있었던 듯하다。,,,,,,,,,,,,,,,,,,,,,,,11,0
,뭐、이 정도의 높이니깐 말이죠。,,,,,,,,,,,,,,,,,,,,,,,17,0
,마을에 있었다면 괜찮았겠지만。,,,,,,,,,,,,,,,,,,,,,,,16,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,저 바위、위에서 떨어진 건가？,,,,,,,,,,,,,,,,,,,,,,,16,0
,저기에 오르면‥‥。,,,,,,,,,,,,,,,,,,,,,,,10,0
,뭔가、어떻게든 올라와 보세요！,,,,,,,,,,,,,,,,,,,,,,,16,0
,라는 느낌의 바위군。,,,,,,,,,,,,,,,,,,,,,,,11,0
,우와‥‥절경이야‥‥！,,,,,,,,,,,,,,,,,,,,,,,11,0
,정신이‥‥날아갈 것 같아‥‥。,,,,,,,,,,,,,,,,,,,,,,,16,0
,이놈！ 함부로 오르지 마라！,,,,,,,,,,,,,,,,,,,,,,,15,0
,으아、죄송합니다！,,,,,,,,,,,,,,,,,,,,,,,9,0
,금방 내려가겠습니다！,,,,,,,,,,,,,,,,,,,,,,,11,0
,（옆에 산보다 이쪽이,,,,,,,,,,,,,,,,,,,,,,,11,0
,조금 높은 모양이군）,,,,,,,,,,,,,,,,,,,,,,,11,0
,‥‥역시、성역에 들어오는 방법은,,,,,,,,,,,,,,,,,,,,,,,17,0
,기도의 광장에서의 참배길 뿐인가。,,,,,,,,,,,,,,,,,,,,,,,18,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,어라、이쪽 눈알은,,,,,,,,,,,,,,,,,,,,,,,9,0
,빠져 있네‥‥。,,,,,,,,,,,,,,,,,,,,,,,8,0
,조금 불쌍해 보이는군。,,,,,,,,,,,,,,,,,,,,,,,12,0
,그대가 뽑은 건 아니겠지！,,,,,,,,,,,,,,,,,,,,,,,14,0
,안 뽑았어요！,,,,,,,,,,,,,,,,,,,,,,,7,0
,흠、이 동상도 아득히 예로부터,,,,,,,,,,,,,,,,,,,,,,,16,0
,있었으니 말이다‥‥。,,,,,,,,,,,,,,,,,,,,,,,11,0
,이후 보수할 수 있도록,,,,,,,,,,,,,,,,,,,,,,,12,0
,어머님께 청해보도록 하지。,,,,,,,,,,,,,,,,,,,,,,,14,0
,（이런 취급을 받으니、,,,,,,,,,,,,,,,,,,,,,,,12,0
,변호사가 없어지는 거지‥‥）,,,,,,,,,,,,,,,,,,,,,,,15,0
,,,,,,,,,,,,,,,,,,,,,,,,0,0
,뭐지、이 피 묻은 종잇조각은？,,,,,,,,,,,,,,,,,,,,,,,16,0
,편지인 것 같은데‥‥。,,,,,,,,,,,,,,,,,,,,,,,12,0
,쿠라인어로 적혀 있어서、,,,,,,,,,,,,,,,,,,,,,,,13,0
,전혀 못 읽겠어‥‥。,,,,,,,,,,,,,,,,,,,,,,,11,0
,어디‥‥。,,,,,,,,,,,,,,,,,,,,,,,5,0
,‥‥‥‥불이 켜지게 되면、,,,,,,,,,,,,,,,,,,,,,,,14,0
,‥‥‥‥‥‥서 있는‥‥,,,,,,,,,,,,,,,,,,,,,,,12,0
,‥‥‥‥‥‥‥‥서 있어라。,,,,,,,,,,,,,,,,,,,,,,,14,0
,무슨 의민지 알 수가 없군‥‥아！,,,,,,,,,,,,,,,,,,,,,,,18,0
,왜 그러시나요！,,,,,,,,,,,,,,,,,,,,,,,8,0
,오른쪽 아래에 각인된 표식‥‥,,,,,,,,,,,,,,,,,,,,,,,16,0
,이건 혁명파《반역의 용》의 증표！,,,,,,,,,,,,,,,,,,,,,,,18,0
,네？！ 혁명파라니？,,,,,,,,,,,,,,,,,,,,,,,10,0
,（어째서‥‥？）,,,,,,,,,,,,,,,,,,,,,,,8,0
,（사제님의 죽음과 혁명파‥‥,,,,,,,,,,,,,,,,,,,,,,,15,0
,뭔가 관계가 있는 건가？）,,,,,,,,,,,,,,,,,,,,,,,14,0
,증거품 《더러워진 편지》의,,,,,,,,,,,,,,,,,,,,,,,14,0
,데이터를 법정기록에 추가했다。,,,,,,,,,,,,,,,,,,,,,,,16,0
,저 천막에 걸쳐져 있는 건？,,,,,,,,,,,,,,,,,,,,,,,15,0
,‥‥뭐지？,,,,,,,,,,,,,,,,,,,,,,,5,0
,이건 기도의 광장에도 있던,,,,,,,,,,,,,,,,,,,,,,,14,0
,기도의 깃발 같네‥‥,,,,,,,,,,,,,,,,,,,,,,,11,0
,뭐냐、이 기도의 깃발은？,,,,,,,,,,,,,,,,,,,,,,,13,0
,음、뭐가 이상한가요？,,,,,,,,,,,,,,,,,,,,,,,11,0
,이건 모든 깃발이,,,,,,,,,,,,,,,,,,,,,,,9,0
,꿰매져 있지 않은가。,,,,,,,,,,,,,,,,,,,,,,,11,0
,정말이네。１장의 거대한 천처럼,,,,,,,,,,,,,,,,,,,,,,,16,0
,되어 있네요‥‥。,,,,,,,,,,,,,,,,,,,,,,,9,0
,뭔가 적혀 있구나‥‥,,,,,,,,,,,,,,,,,,,,,,,11,0
,《기증 마루멜 아탐》‥‥,,,,,,,,,,,,,,,,,,,,,,,13,0
,어딘가에 사제님이 기증한,,,,,,,,,,,,,,,,,,,,,,,13,0
,물건인 듯하구나。,,,,,,,,,,,,,,,,,,,,,,,9,0
,증거품 《성역의 기도의 깃발》의,,,,,,,,,,,,,,,,,,,,,,,17,0
,데이터를 법정기록에 추가했다。,,,,,,,,,,,,,,,,,,,,,,,16,0
,훌륭한 벽화네‥‥,,,,,,,,,,,,,,,,,,,,,,,9,0
,이게 새 공주님인가‥‥。,,,,,,,,,,,,,,,,,,,,,,,13,0
,봐라、이마에 빨간 표식이,,,,,,,,,,,,,,,,,,,,,,,13,0
,있지 않느냐。,,,,,,,,,,,,,,,,,,,,,,,7,0
,저건 쿠라인어로 《죽음》이란 뜻。,,,,,,,,,,,,,,,,,,,,,,,18,0
,목숨을 걸고 싸우겠다는 표식이다。,,,,,,,,,,,,,,,,,,,,,,,18,0
,표식엔 여러 의미가 있다。,,,,,,,,,,,,,,,,,,,,,,,14,0
,흠、그렇군요‥‥。,,,,,,,,,,,,,,,,,,,,,,,9,0
,그러고 보니、레이파 님과,,,,,,,,,,,,,,,,,,,,,,,13,0
,사제님의 얼굴에도 있네요。,,,,,,,,,,,,,,,,,,,,,,,14,0
,사제님은 승려의 표시고、,,,,,,,,,,,,,,,,,,,,,,,13,0
