,‥‥그렇지 않아。,,,
,언제든 웃음을 잃지 않는다。,,,
,그게 너의 신념이라면‥‥,,,
,,,,
,내게도 신념이 하나 있어。,,,
,프로 변호사로서의 신념이 말이야。,,,
,‥‥오도로키 씨。,,,
,오도로키 씨는、어떤,,,
,신념을 가지고 있나요?,,,
,소재나‥‥형태‥‥라던가。,,,
,‥‥‥‥‥‥그런 거。,,,
,‥‥괜찮아요。,,,
,무리하게 저를 믿지 않으셔도。,,,
,미안。,,,
,다시 한번、괜찮을까?,,,
,언제든 웃음을 잃지 않는다。,,,
,그게 너의 신념이라면‥‥,,,
,,,,
,!,,,
,그、그건‥‥변호사 배지。,,,
,나는 이 배지에 맹세했어。,,,
,“끝까지 의뢰인을 믿겠다”고。,,,
,나루호도 씨가 가르쳐 준,,,
,변호사의 신념이야‥‥。,,,
,그러니까 어떤 일이 있다고 해도,,,
,난 너를 믿겠어!,,,
,너도‥‥날 믿고、,,,
,말해주지 않을래?,,,
,‥‥‥‥‥‥‥‥‥‥,,,
,고마워요。오도로키 씨。,,,
,같은 날 모 시각,,,
,트롱프 극장 스테이지,,,
,좋아。바로 조사해 볼까‥‥,,,
,이봐!,,,
,뭐야 너희들!,,,
,저희는、피고인의 변호사입니다。,,,
,현장을 조사해도 되겠습니까?,,,
,안 돼!,,,
,변호사든 대통령이든,,,
,마음대로 조사할 수는 없다!,,,
,그러지 마시고。조금은,,,
,괜찮지 않나요?,,,
,안 돼! 저리 가!,,,
,훠이!,,,
,이건 담당 형사한테 허가를,,,
,받아 올 수밖에 없네요。,,,
,,,,
,조용히、들키지 않게、,,,
,조사하면‥‥,,,
,이봐아아앗!,,,
,맘대로 현장을 만지지맛!,,,
,그러니까、우리들은,,,
,피고인의 변호사라구요。,,,
,변호사라고 허가된다고,,,
,생각하면、큰 착각이닷!,,,
,이번에도 마음대로 만져대면、,,,
,체포하겠어!,,,
,만약 당신이 나중에 구속된다면、,,,
,저렴하게 변호해드릴게요。,,,
,‥‥‥‥안 돼!,,,
,（방금 좀 고민했어‥‥）,,,
,어쨌든、담당 형사를 찾아、,,,
,허가를 받을 수밖에 없겠네요。,,,
,여기는 이미 조사했지。,,,
,,,,
,특별히 신경 쓰이는 것은 없다。,,,
,비디오카메라가 스테이지 쪽으로,,,
,고정되어 있어。,,,
,이게 뭘 목격했는지,,,
,신경 쓰이지만。문제는‥‥,,,
,호오。이 혈흔 데이터는‥‥,,,
,흥미로워。우후후후후후후후。,,,
,（우왓。눈에 핏발이 서도록、,,,
,혈흔을 조사하고 있네‥‥）,,,
,선배、아카네 씨가 이쪽 세계로,,,
,돌아오기 전에‥‥,,,
,내용물을 보도록 하죠!,,,
,TV에서 봤던 것과 똑같네。,,,
,중요한 시신이 찍혀있질 않아。,,,
,선배、왠지‥‥이상한,,,
,“그림자”가 나오지 않았나요?,,,
,어? 그래?,,,
,으음。기분 탓은,,,
,아니라 생각하는데‥‥。,,,
,（‥‥그림자라。뭐지?）,,,
,한 번 더、보고 싶지만、,,,
,아카네 씨가 있어서。,,,
,선배。이쪽은 심리 전문가、,,,
,키즈키 코코네에게 맡겨주세요!,,,
,아카네 씨!,,,
,저에게 지문 검출 구조에 대해、,,,
,가르쳐 주지 않으실래요?,,,
,오。공부 열심히 하고 좋네。,,,
,좋아。가르쳐 줄게。,,,
,우선 지문이라는 것은‥‥,,,
,（키즈키 씨。도와줘서 고마워!,,,
,그럼、지금 바로‥‥）,,,
,（영상에 찍힌 그림자가,,,
,신경 쓰이지만‥‥）,,,
,（이 비디오、역시 마음대로,,,
,가져갈 수는 없겠지）,,,
,,,,
,이거、커튼으로 돼 있는 것 같아。,,,
,뒤는 어떻게 되어 있는 걸까?,,,
,무대 뒤가 있어。,,,
,마술용 장치들을 놔둔 것 같아。,,,
,‥‥‥‥。,,,
,（나중에 살짝 열어 볼까）,,,
,‥‥너、멋대로 열어보려고,,,
,한 건 아니지?,,,
,하、하하하。그런 짓、,,,
,할 리가 없잖아요。,,,
,（어쩔 수 없네。,,,
,나중에 부탁해보자）,,,
,검이 있네‥‥。피가 묻어,,,
,있는 거로 봐선、이게 흉기겠지。,,,
,미누키는 고무 검으로,,,
,바꿔치기했다고 했죠。,,,
,으음。고무 검으론 보이지 않네。,,,
,유감이지만‥‥。,,,
,저‥‥。아카네 씨。,,,
,검에 지문은 있었나요?,,,
,으음‥‥확실히‥‥,,,
,지문은 검출되지 않았어。,,,
,범인이 지웠을지도 모르겠네。,,,
,（그러고 보니‥‥미누키는、,,,
,쇼 중에는 장갑을 끼고 있었지）,,,
,（뭐、없는 게 당연한가‥‥）,,,
,,,,
,이건、시신이 나왔던 관이네。,,,
,아。그거、아직 조사 안 했어。,,,
,너희들、조사하는 걸 도와줘。,,,
,그 정도야 간단하죠!,,,
,미누키는 관이 비어있어야,,,
,했다고 말했어。,,,
,그렇다면 피해자는 어떻게,,,
,관으로 들어갔을까?,,,
,숨겨진 문 같은 게、,,,
,있을지도 몰라요。,,,
,‥‥그건 그렇고、,,,
,이상하게 생긴 관이네요。,,,
,이런 모양으로 펴진다니。,,,
,마술용이니까。,,,
,좌우의 벽을,,,
,바꿔 넣을 수 있다고 해。,,,
,어떤 마술에서 쓰일지는、,,,
,상상도 못 하겠지만。,,,
,분명、생각지도 못한 방법으로,,,
,트릭에 쓰이겠죠。,,,
,가까이 가서 조사해보자。,,,
,,,,
,어라? 상자의 바닥 부분을,,,
,열 수 있는 것 같아。,,,
,숨겨진 문인가 봐요!,,,
,열어보죠!,,,
,이건‥‥‥‥구멍인가 본데。,,,
,아무래도 스테이지 밑으로,,,
,연결되는 것 같아요。,,,
,아、그거 말이지。《지하 통로》로,,,
,연결돼있는 모양이야。,,,
,엄청 어둡네?。‥‥응? 뭔가,,,
,희미하게 빛나고 있는 것 같은데。,,,
,여기선,,,
,잘 안 보이네요。,,,
,맘대로 내려갔다간、마술사한테,,,
,혼날 거야。,,,
,뭔가、마술 도구가,,,
,있다나 뭐라나。,,,
,아。눈앞에 있는데,,,
,조사할 수 없는 답답함이여‥‥。,,,
,《지하 통로》라‥‥。어떻게든,,,
,조사해 볼 필요가 있겠어。,,,
,,,,
,여기를 이용해서 미누키는‥‥,,,
,지하 통로로 탈출한 거겠지。,,,
,이렇게 보면、,,,
,의외로 간단하네요。,,,
,전에 미누키가 말했어。,,,
,간단한 마술을‥‥,,,
,신기한 것처럼 보이게 하는 것。,,,
,그게 마술사의 실력이래。,,,
,과연。그、뭐랄까。,,,
,이른바、허세군요。,,,
,선배。관 뒤쪽에,,,
,《숨겨진 문》이 있는 것 같아요。,,,
,Mr。멘요는、여기를 통해,,,
,들어간 걸까요?,,,
,글쎄。미누키가、,,,
,눈치채지 못했다면、어쩌면。,,,
,눈치채냐 마느냐。,,,
,마술사끼리의 책략 싸움이네요。,,,
,,,,
,상자의 뒷면에도,,,
,숨겨진 문이 있는 것 같아。,,,
,Mr。멘요는 여기를 통해,,,
,관에 들어간 걸까?,,,
,,,,
,익숙한 하얀 선이다。,,,
,여기서 시신이 나왔지。,,,
,사건 직후에는,,,
,어떻게 되어 있었나요?,,,
,현장 사진이라면 있어。,,,
,자。,,,
,으아‥‥。아무래도,,,
,등을 찔린 것 같네요。,,,
,그게 치명상이었나 봐。,,,
,이 허리에 걸려있는 건,,,
,뭐죠?,,,
,마술용 도구라던데。,,,
,거기에 피아노 선을 걸어、,,,
,하늘을 날아다닌대。,,,
,하늘을 나는 마술이라。그러고 보니,,,
,제1막에서 선보였었지。,,,
,증거품《현장 사진》을,,,
,법정기록에 추가했다。,,,
,,,,
,이건,,,
,‥‥무대용 모형이란 거겠지。,,,
,시신이 발견된 뒤、,,,
,갑자기 떨어졌지。,,,
,소녀의 비명과 함께 마법이 풀린,,,
,드래곤은‥‥,,,
,날개를 잃고,,,
,땅에 떨어졌다‥‥인가。,,,
,그 순간、미누키의,,,
,마법의 왕국은 망가졌어요。,,,
,마법이라‥‥。뭐 확실히。,,,
,마치‥‥,,,
,노린 듯한,,,
,타이밍에 떨어지긴 했지。,,,
,,,,
,이렇게 보니까 스테이지가,,,
,엉망이네요。,,,
,‥‥안 보이는 게 좋은 것도,,,
,있는 법이지。이 세상엔 말이야。,,,
,오。왠지 그거、“어른”스러운,,,
,느낌이 나는 대사네요。,,,
,키즈키 씨도、조금 지나면 어른의,,,
,씁쓸한 대사를 할 날이 올 거야。,,,
,갈 길이 멀어 보이네요‥‥。,,,
,그보다、어서、,,,
,스테이지 뒤를 조사해보자。,,,
,,,,
,스테이지 뒤를 조사해보자。,,,
,이건 뭘까요?,,,
,윈치라고 하는 물건이야。아마,,,
,이걸로 모자군을 끌어올렸겠지。,,,
,‥‥윈치는 안쪽이랑 여기、,,,
,“총 2개”가 있는 것 같네。,,,
,2개의 윈치는、각각 다른 곳에,,,
,연결된 모양이야。,,,
,1개는 드래곤 모형에,,,
,연결돼있는 거 같아。,,,
,다른 1개는 천장 통로에 있는,,,
,이상한 인형에 연결되어 있어。,,,
,이상한 인형?,,,
,（나중에 천장 통로도 조사해보자）,,,
,,,,
,그러고 보니 모자군이,,,
,천장 통로에 있었던가。,,,
,2개의 윈치 중、하나는,,,
,드래곤 모형에 연결‥‥,,,
,또 하나는 천장 통로에 있는,,,
,이상한 인형에 이어지는 것 같아。,,,
,천장 통로의 조사가 필요하겠어。,,,
,,,,
,윈치에서 이어진 와이어는、,,,
,천장 통로까지 뻗어있다。,,,
,하나는 드래곤 모형에‥‥,,,
,다른 하나는 모자군에、,,,
,연결된 것 같다。,,,
,,,,
,여길 올라가면,,,
,위쪽 통로로 갈 수 있겠네요。,,,
,（여길、올라가는 건가‥‥）,,,
,키즈키 씨、조사하고 와。,,,
,높은 곳 좋아하잖아?,,,
,네? 왜요?,,,
,‥‥‥‥아! 서、설마‥‥,,,
,바보랑 연기는 높은 곳을 좋아한다,,,
,하는 거죠! 시、실례잖아요!,,,
,하하하。괜찮으니까 올라갔다 와。,,,
,난 기다리고 있을 테니。,,,
,‥‥‥‥응? 선배、혹시,,,
,높은 곳이 무서운 거예요?,,,
,!,,,
,자 자、미누키를 위해서예요。,,,
,어서 올라가죠!,,,
,（으으。어쩔 수 없나‥‥）,,,
,‥‥‥‥。,,,
,‥‥선배。괜찮아요?,,,
,얼굴이 새파란데。,,,
,후、후후후。괘괘괘、괜찮아。,,,
,（아래만 안 보면 말이지‥‥）,,,
,‥‥안쪽에 보이는 녹색의 물건이,,,
,미누키가 말했던‥‥,,,
,모자군을 받아내는,,,
,쿠션일까요?,,,
,저것도 조사해 봐요。,,,
,（저、저런 곳까지 가야 하나‥‥）,,,
,,,,
,‥‥나락이라고 쓰여 있어。,,,
,지하로 이어지는 계단 같아。,,,
,무대 지하 말이군요。,,,
,왜 나락이라고 하는 걸까요?,,,
,글쎄。아마、지옥이라는,,,
,뜻이라고 생각하는데。,,,
,헤에。지옥이라고 하니까、,,,
,갑자기 흥미가 생기네요。,,,
,좋아! 실제로 봐볼까요?,,,
,어라? 잠겨있어서、,,,
,문이 안 열리는 것 같아요。,,,
,엄중히 닫혀,,,
,있는 것 같아요。지옥문처럼。,,,
,어쩔 수 없지。일단 넘어가자。,,,
,증거품《소화 양동이》를,,,
,법정기록에 추가했다。,,,
,,,,
,빗자루에 쓰레받기랑 양동이。,,,
,청소도구 같은데요‥‥,,,
,아니、그건 아닌 거 같아。,,,
,으음‥‥소화 양동이?,,,
,불을 끌 때 쓰는,,,
,양동이 같네요。,,,
,아。그거、극장 오너가,,,
,사 온 거래。,,,
,쇼에서 불 마술을 한다고,,,
,듣고선、황급히 사 왔다던데。,,,
,이런 거로 불을,,,
,끌 수 있을까요?,,,
,적어도、오너는,,,
,끌 수 있다고 생각했겠지。,,,
,하지만 이거、물이 안 들었어요。,,,
,먼지 범벅에다가。,,,
,이러면 아무 소용 없잖아요!,,,
,（불 마술 준비를、,,,
,하지 않았던 걸까）,,,
,（‥‥‥‥어쩌면、,,,
,단서가 될지도 몰라）,,,
,,,,
,어라? 저건‥‥,,,
,선배! 이런 곳에,,,
,모자군이 있어요!,,,
,‥‥와이어가 붙어 있네。,,,
,그러고 보니 미누키가,,,
,말했지。,,,
,모자군을 끌어 올려서‥‥,,,
,천장 통로의 쿠션으로,,,
,받아낸다고。,,,
,스태프가 여기로 끌어올려둔,,,
,모양이네요。,,,
,모자군에게,,,
,붙어 있는 와이어는‥‥,,,
,무대 뒤의 윈치에,,,
,연결된 것 같아。,,,
,어라?,,,
,망토 부분에 상처가 있어。,,,
,쇼 도중에 생긴 걸까。,,,
,근데‥‥이상하네。마치‥‥,,,
,칼날에 베인 듯한 흔적이야。,,,
,왜 이런 흔적이 생긴 거지?,,,
,,,,
,어라?,,,
,망토 부분에 상처가 있어。,,,
,쇼 도중에 생긴 걸까。,,,
,근데‥‥이상하네。마치‥‥,,,
,칼날에 베인 듯한 흔적이야。,,,
,왜 이런 흔적이 생긴 거지?,,,
,,,,
,선배。냉정하게 분석해봤는데‥‥,,,
,아까부터 자세가 엄청 불안한데요。,,,
,갓 태어난 새끼사슴처럼、,,,
,다리가 와들와들 떨리고 있어요。,,,
,한심하네。,,,
,어、어쩔 수 없잖아!,,,
,아。이런 곳에,,,
,쿠션이 붙어 있어요。,,,
,저기요、선배。그렇게 멀리 있지,,,
,말고、가까이 와서 봐봐요。,,,
,키즈키 씨。설마‥‥!,,,
,밀치려 하는 건 아니겠지?,,,
,안 밀어요‥‥。,,,
,자、손잡아줄 테니까요。,,,
,그、그럼、사양하지 않고‥‥。,,,
,,,,
,아。이런 곳에,,,
,쿠션이 붙어 있어요。,,,
,저기요、선배。그렇게 멀리 있지,,,
,말고、가까이 와서 봐봐요。,,,
,키즈키 씨。설마‥‥!,,,
,밀치려 하는 건 아니겠지?,,,
,안 밀어요‥‥。,,,
,자、손잡아줄 테니까요。,,,
,그、그럼、사양하지 않고‥‥。,,,
,,,,
,그、그렇군。그러고 보니、,,,
,미누키가 말했었지。,,,
,아래에서 끌어 올린 모자군을、,,,
,쿠션으로 받는다고。,,,
,,,,
,그、그렇군。그러고 보니、,,,
,미누키가 말했었지。,,,
,아래에서 끌어 올린 모자군을、,,,
,쿠션으로 받는다고。,,,
,이건 도르래인가。,,,
,무대 뒤에 있던 윈치랑,,,
,이어져 있는 것 같아。,,,
,드래곤 모형은、,,,
,이걸로 매달고 있었군요。,,,
,,,,
,이 작은 도르래가 모자군이랑,,,
,이어져 있는 것 같아。,,,
,확실히‥‥키스 때문에,,,
,폭주한 모자군이‥‥,,,
,관에 검을 찌르기 직전에、,,,
,천장 통로로 끌려갔지。,,,
,연기 때문에、올라가는 모습은,,,
,전혀 보이지 않았지만。,,,
,,,,
,저기。아카네 씨。,,,
,잠깐 물어보고 싶은 게‥‥,,,
,쉿‥‥!,,,
,지금、한창 좋을 때야!,,,
,（쳐다보지도 않네）,,,
,이 지문은‥‥! 흥미롭군。,,,
,컬렉션이 늘었어。우후후후。,,,
,저렇게 즐겁게 지문을 조사하는,,,
,형사님은、처음 봤어요‥‥。,,,
,이거、사무소에 있는 거랑,,,
,같은 거네요。,,,
,맞아。그 가구 취급당하고 있는,,,
,불쌍한 마술 도구 말이지。,,,
,좀 보고 싶긴 하네。,,,
,절단 마술。,,,
,뭐、그땐 선배가 안에,,,
,들어가게 되겠죠。,,,
,‥‥마술 도구들에겐,,,
,미안하지만‥‥,,,
,가구인 채로 있어 줘야겠어。,,,
,아!,,,
,이거、그거네요。,,,
,검을 찌르면,,,
,안에 든 사람이 날아오르는、그거。,,,
,근데 이거‥‥튀어나올 구멍이,,,
,없는 것 같은데。,,,
,그럼 찔러도 못 튀어나오나?,,,
,이래선 마술 도구라기보다는、,,,
,고문 기구 같네。,,,
,왠지 사람 손으로,,,
,만든 느낌이 드네요。,,,
,그래。그거‥‥。엄청 힘들었어。,,,
,만드는 거。,,,
,어!,,,
,선배가 만들었어요?,,,
,조립하는 거、도우라 하더라고。,,,
,조수로서。,,,
,‥‥‥‥선배는、왠지,,,
,미누키한테 약하네요。,,,
,（미누키의 웃음에는、뭔가 거절할,,,
,수 없는 박력이 있단 말이지）,,,
,무대 뒤에도 관이 있었네。,,,
,드래곤 인형이 들어가,,,
,있는 것 같지만。,,,
,선배。이거、,,,
,트릭 아트라는 거예요。,,,
,보세요、이 인형。관에,,,
,들어가 있는 것처럼 보이지만‥‥,,,
,뚜껑표면에 그려져 있을 뿐이에요。,,,
,아앗!,,,
,지、진짜네‥‥。,,,
,호오。이런 식으로 돼 있구나。,,,
,쇼가 계속되었다면、이게,,,
,등장할 차례도 있었겠죠。,,,
,기요틴이라는 거네요。,,,
,미누키의,,,
,마술 도구일까요?,,,
,쇼에서,,,
,보여줄 생각이었을까。,,,
,어라?,,,
,미누키가 말했는데。,,,
,선배가 우정 출연으로、,,,
,기요틴 마술에 나올 거라고。,,,
,뭐엇!,,,
,‥‥난、아무 말도 못 들었는데。,,,
,토끼랑 달 모형 같네요。,,,
,‥‥어라? 크루아상이랑‥‥,,,
,오리로도 보이네요。,,,
,선배는 뭐로 보여요?,,,
,‥‥‥‥나한테는,,,
,죽음의 신과 낙사한 시체로 보여。,,,
,선배가 낙사하기 전에、빨리,,,
,조사를 끝내도록 해요。,,,
,,,,
,으음。이상하네‥‥。,,,
,뭔가‥‥이상해。,,,
,선배。왜 그래요?,,,
,심각한 얼굴을 하고선。,,,
,（‥‥고무제로 바뀌었어야 할,,,
,검이 금속제로 바뀌었다는 것）,,,
,（그리고、마치 노린 듯한,,,
,타이밍에‥‥）,,,
,（모형이 추락‥‥）,,,
,（뭔가가‥‥걸리는데）,,,
,‥‥‥‥선배。선배!,,,
,선배、듣고 있어요?,,,
,어?이。돌아와요?!,,,
,안 되겠네。생각에 잠겨버렸어。,,,
,‥‥‥‥키즈키 씨!,,,
,어쩌면‥‥,,,
,고무 검은 누군가가,,,
,바꿔치기한 걸지도 몰라。,,,
,네?,,,
,미누키한테 죄를 덮어씌우려고。,,,
,바꿔치기라니‥‥,,,
,하지만 언제 그런 짓을?,,,
,누구한테도 목격되지 않고,,,
,바꿀 찬스는、있었을 거야。,,,
,,,,
,검을 금속제로 바꿀,,,
,타이밍。그건‥‥,,,
,,,,
,마술 도중‥‥이라던가?,,,
,으음。,,,
,어떻게 바꿔치기하나요?,,,
,음‥‥,,,
,어라? 으음‥‥,,,
,‥‥그걸 알면,,,
,마술사가 됐을 거야。,,,
,‥‥즉、,,,
,모른다는 거군요。,,,
,마술 도중에 바꾸는 건,,,
,역시、어렵다고 생각해요。,,,
,그럼‥‥,,,
,,,,
,마술이 시작되기 직전에、,,,
,바꿔치기한 게 아닐까?,,,
,네? 근데 그러면 결국‥‥,,,
,미누키가,,,
,찌른 게 된다구요。,,,
,‥‥맞아。그러니까 쇼가 시작되기,,,
,직전이라는 건 있을 수 없어。,,,
,키즈키 씨。많이 늘었네。,,,
,나의 속임수에 걸리지 않다니。,,,
,‥‥선배。저 그런 허술한,,,
,속임수에는 안 속아요。,,,
,시、실력이 많이 늘었구나‥‥。,,,
,그때 말고는 검을 바꿀만한,,,
,타이밍은 없을까요‥‥?,,,
,,,,
,모형이 떨어진 후、관객들은,,,
,극장 밖으로 쫓겨났어。,,,
,방해되는 관객이 없어지면,,,
,그때、은폐 공작을 할 수 있지。,,,
,극장 관계자는 남아있었으니、,,,
,경찰이 오기 전에 바꿨겠지。,,,
,선배。그 말은 즉‥‥,,,
,미누키한테 죄를 덮어씌우려는,,,
,누군가가 있다는 말이에요?,,,
,그래。그것도 명확한“악의”를,,,
,가진 인물이 말이야‥‥。,,,
,역시、그 인물이 진범‥‥?,,,
,그럴 가능성이 높다고 생각해。,,,
,（그 녀석이 누구인지,,,
,밝혀낼 수만 있다면‥‥）,,,
,자、이제 한번 쭉 돌아봤네요。,,,
,남은 건‥‥。,,,
,어、없어! 없어 없어!,,,
,남은 거 따윈!,,,
,‥‥뭐、이제 슬슬 내려갈까요?,,,
,선배도 한계인 것 같고。,,,
,그그、그래。,,,
,의식이 멀어지기 전에 내려가자。,,,
,나 원 참。선배의 이런 한심한,,,
,모습을 보게 되다니。,,,
,,,,
,여기는 이미 조사했지。,,,
,,,,
,특별히 신경 쓰이는 것은 없다。,,,
,,,,
,가까이 가서 조사해보자。,,,
,,,,
,이건,,,
,‥‥무대용 모형이란 거겠지。,,,
,시신이 발견된 뒤、,,,
,갑자기 떨어졌지。,,,
,소녀의 비명과 함께 마법이 풀린,,,
,드래곤은‥‥,,,
,날개를 잃고,,,
,땅에 떨어졌다‥‥인가。,,,
,그 순간、미누키의,,,
,마법의 왕국은 망가졌어요。,,,
,마법이라‥‥。뭐 확실히。,,,
,마치‥‥,,,
,노린 듯한,,,
,타이밍에 떨어지긴 했지。,,,
,,,,
,스테이지 뒤를 조사해보자。,,,
,여기는 이미 조사했지。,,,
,,,,
,특별히 신경 쓰이는 것은 없다。,,,
,가까이 가서 조사해보자。,,,
,,,,
,이건,,,
,‥‥무대용 모형이란 거겠지。,,,
,시신이 발견된 뒤、,,,
,갑자기 떨어졌지。,,,
,소녀의 비명과 함께 마법이 풀린,,,
,드래곤은‥‥,,,
,날개를 잃고,,,
,땅에 떨어졌다‥‥인가。,,,
,그 순간、미누키의,,,
,마법의 왕국은 망가졌어요。,,,
,마법이라‥‥。뭐 확실히。,,,
,마치‥‥,,,
,노린 듯한,,,
